"SiteID_WQX","SiteName_WQX","Parameter","SiteID"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","pH","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Total dissolved solids","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Total suspended solids","FUL011A"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Calcium","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Magnesium","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Potassium","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Sodium","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Bromide","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Chloride","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Fluoride","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Silicon","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Sulfate","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Aluminum","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Barium","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Beryllium","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Cadmium","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Chromium","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Cobalt","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Copper","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Iron","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Lead","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Manganese","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Nickel","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Vanadium","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Zinc","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Arsenic","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Boron","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Selenium","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Alkalinity, total","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Hardness, Ca, Mg","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","pH","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Total dissolved solids","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Total suspended solids","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Silver","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Thallium","MON323"
"ARDEQH2O_WQX-MON323","Monroe County Irrigation Well 323","Antimony","MON323"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Calcium","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Magnesium","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Potassium","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Sodium","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Chloride","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Fluoride","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Sulfate","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Aluminum","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Barium","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Beryllium","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Cadmium","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Chromium","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Cobalt","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Copper","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Iron","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Lead","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Manganese","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Nickel","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Vanadium","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Zinc","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Arsenic","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Boron","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Selenium","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Hardness, Ca, Mg","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Total dissolved solids","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Total suspended solids","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Bromide","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Silicon","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","Alkalinity, total","CRA042"
"ARDEQH2O_WQX-CRA042","Craighead County Irrigation Well 042","pH","CRA042"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Calcium","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Magnesium","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Potassium","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Sodium","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Bromide","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Chloride","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Fluoride","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Silicon","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Sulfate","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Aluminum","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Barium","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Beryllium","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Cadmium","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Chromium","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Cobalt","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Copper","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Iron","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Lead","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Manganese","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Nickel","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Vanadium","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Zinc","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Boron","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Alkalinity, total","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Hardness, Ca, Mg","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","pH","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Total dissolved solids","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Arsenic","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Selenium","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Silver","SHA004"
"ARDEQH2O_WQX-SHA004","Sharp County Domestic Well 004","Thallium","SHA004"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Calcium","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Magnesium","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Potassium","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Sodium","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Bromide","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Chloride","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Fluoride","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Silicon","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Sulfate","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Aluminum","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Barium","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Beryllium","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Cadmium","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Chromium","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Cobalt","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Copper","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Iron","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Lead","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Manganese","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Nickel","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Vanadium","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Zinc","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Arsenic","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Boron","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Selenium","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Alkalinity, total","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Hardness, Ca, Mg","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","pH","BNE008"
"ARDEQH2O_WQX-BNE008","Boone County Unused Spring 008","Total dissolved solids","BNE008"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Calcium","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Magnesium","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Potassium","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Sodium","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Bromide","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Chloride","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Fluoride","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Silicon","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Sulfate","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Aluminum","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Barium","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Beryllium","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Cadmium","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Chromium","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Cobalt","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Copper","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Iron","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Lead","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Manganese","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Nickel","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Vanadium","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Zinc","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Arsenic","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Boron","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Selenium","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Alkalinity, total","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Hardness, Ca, Mg","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","pH","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Total dissolved solids","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Silver","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Thallium","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Antimony","ATH005"
"ARDEQH2O_WQX-ATH005","Howard County Domestic Well 005","Total suspended solids","ATH005"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Calcium","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Magnesium","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Potassium","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Sodium","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Bromide","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Chloride","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Fluoride","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Silicon","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Sulfate","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Aluminum","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Barium","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Beryllium","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Cadmium","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Chromium","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Cobalt","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Copper","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Iron","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Lead","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Manganese","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Nickel","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Silver","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Thallium","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Vanadium","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Zinc","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Antimony","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Arsenic","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Boron","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Selenium","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Alkalinity, total","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","pH","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Total dissolved solids","FSH057"
"ARDEQH2O_WQX-FSH057","White County Domestic Well 057","Total suspended solids","FSH057"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Calcium","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Magnesium","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Potassium","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Sodium","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Bromide","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Chloride","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Fluoride","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Silicon","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Sulfate","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Aluminum","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Barium","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Beryllium","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Cadmium","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Chromium","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Cobalt","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Copper","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Iron","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Lead","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Manganese","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Nickel","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Vanadium","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Zinc","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Boron","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Alkalinity, total","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Hardness, Ca, Mg","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","pH","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Total dissolved solids","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Arsenic","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Selenium","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Silver","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Thallium","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Antimony","SHA002"
"ARDEQH2O_WQX-SHA002","Sharp County Domestic Well 002","Total suspended solids","SHA002"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Calcium","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Magnesium","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Potassium","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Sodium","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Chloride","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Silicon","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Aluminum","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Barium","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Beryllium","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Cadmium","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Chromium","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Cobalt","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Copper","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Iron","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Lead","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Manganese","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Nickel","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Vanadium","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Zinc","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Arsenic","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Boron","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Selenium","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Alkalinity, total","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Hardness, Ca, Mg","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","pH","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Total dissolved solids","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Total suspended solids","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Bromide","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Fluoride","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Sulfate","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Silver","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Thallium","UNI117"
"ARDEQH2O_WQX-UNI117","Union County PWS Well 117","Antimony","UNI117"
"ARDEQH2O_WQX-FSH033","White County Domestic Well 033","Calcium","FSH033"
"ARDEQH2O_WQX-FSH033","White County Domestic Well 033","Magnesium","FSH033"
"ARDEQH2O_WQX-FSH033","White County Domestic Well 033","Potassium","FSH033"
"ARDEQH2O_WQX-FSH033","White County Domestic Well 033","Sodium","FSH033"
